"Date","Daily Sterling overnight index average (SONIA) rate              [a] [b]             IUDSOIA"
"06 Jan 15","0.43"
"05 Jan 15","0.4335"
"02 Jan 15","0.4316"
"31 Dec 14","0.3565"
"30 Dec 14","0.4324"
"29 Dec 14","0.428"
"24 Dec 14","0.4303"
"23 Dec 14","0.427"
"22 Dec 14","0.428"
"19 Dec 14","0.4319"
"18 Dec 14","0.4317"
"17 Dec 14","0.4299"
"16 Dec 14","0.4339"
"15 Dec 14","0.433"
"12 Dec 14","0.4358"
"11 Dec 14","0.4363"
"10 Dec 14","0.4357"
"09 Dec 14","0.443"
"08 Dec 14","0.4293"
"05 Dec 14","0.4266"
"04 Dec 14","0.4266"
"03 Dec 14","0.4274"
"02 Dec 14","0.4288"
"01 Dec 14","0.4359"
"28 Nov 14","0.4225"
"27 Nov 14","0.4391"
"26 Nov 14","0.4359"
"25 Nov 14","0.43"
"24 Nov 14","0.4323"
"21 Nov 14","0.4294"
"20 Nov 14","0.4303"
"19 Nov 14","0.4307"
"18 Nov 14","0.4315"
"17 Nov 14","0.4334"
"14 Nov 14","0.4301"
"13 Nov 14","0.436"
"12 Nov 14","0.4357"
"11 Nov 14","0.4314"
"10 Nov 14","0.4296"
"07 Nov 14","0.4358"
"06 Nov 14","0.4341"
"05 Nov 14","0.4327"
"04 Nov 14","0.4344"
"03 Nov 14","0.4345"
"31 Oct 14","0.4227"
"30 Oct 14","0.433"
"29 Oct 14","0.4342"
"28 Oct 14","0.4358"
"27 Oct 14","0.4329"
"24 Oct 14","0.4278"
"23 Oct 14","0.4349"
"22 Oct 14","0.4287"
"21 Oct 14","0.4286"
"20 Oct 14","0.4284"
"17 Oct 14","0.4309"
"16 Oct 14","0.4314"
"15 Oct 14","0.429"
"14 Oct 14","0.4335"
"13 Oct 14","0.4386"
"10 Oct 14","0.4265"
"09 Oct 14","0.4321"
"08 Oct 14","0.4299"
"07 Oct 14","0.4271"
"06 Oct 14","0.431"
"03 Oct 14","0.4331"
"02 Oct 14","0.4298"
"01 Oct 14","0.4285"
"30 Sep 14","0.4027"
"29 Sep 14","0.4506"
"26 Sep 14","0.4512"
"25 Sep 14","0.428"
"24 Sep 14","0.4418"
"23 Sep 14","0.4422"
"22 Sep 14","0.4258"
"19 Sep 14","0.4249"
"18 Sep 14","0.4288"
"17 Sep 14","0.4301"
"16 Sep 14","0.4339"
"15 Sep 14","0.4319"
"12 Sep 14","0.4316"
"11 Sep 14","0.4288"
"10 Sep 14","0.4291"
"09 Sep 14","0.4294"
"08 Sep 14","0.4311"
"05 Sep 14","0.4293"
"04 Sep 14","0.4292"
"03 Sep 14","0.4303"
"02 Sep 14","0.4326"
"01 Sep 14","0.4375"
"29 Aug 14","0.4005"
"28 Aug 14","0.4359"
"27 Aug 14","0.4265"
"26 Aug 14","0.4254"
"22 Aug 14","0.4142"
"21 Aug 14","0.4257"
"20 Aug 14","0.4233"
"19 Aug 14","0.4265"
"18 Aug 14","0.4224"
"15 Aug 14","0.4224"
"14 Aug 14","0.4183"
"13 Aug 14","0.4211"
"12 Aug 14","0.4212"
"11 Aug 14","0.4258"
"08 Aug 14","0.4218"
"07 Aug 14","0.425"
"06 Aug 14","0.4244"
"05 Aug 14","0.4282"
"04 Aug 14","0.4248"
"01 Aug 14","0.4228"
"31 Jul 14","0.4045"
"30 Jul 14","0.4367"
"29 Jul 14","0.4279"
"28 Jul 14","0.4324"
"25 Jul 14","0.4247"
"24 Jul 14","0.4349"
"23 Jul 14","0.4333"
"22 Jul 14","0.4307"
"21 Jul 14","0.4219"
"18 Jul 14","0.4263"
"17 Jul 14","0.4265"
"16 Jul 14","0.4263"
"15 Jul 14","0.4297"
"14 Jul 14","0.4291"
"11 Jul 14","0.4277"
"10 Jul 14","0.4282"
"09 Jul 14","0.4315"
"08 Jul 14","0.4307"
"07 Jul 14","0.4301"
"04 Jul 14","0.4228"
"03 Jul 14","0.423"
"02 Jul 14","0.4371"
"01 Jul 14","0.4347"
"30 Jun 14","0.3807"
"27 Jun 14","0.4351"
"26 Jun 14","0.4213"
"25 Jun 14","0.4275"
"24 Jun 14","0.4282"
"23 Jun 14","0.426"
"20 Jun 14","0.438"
"19 Jun 14","0.4349"
"18 Jun 14","0.4298"
"17 Jun 14","0.4252"
"16 Jun 14","0.428"
"13 Jun 14","0.4407"
"12 Jun 14","0.4253"
"11 Jun 14","0.4251"
"10 Jun 14","0.4261"
"09 Jun 14","0.4237"
"06 Jun 14","0.4287"
"05 Jun 14","0.4342"
"04 Jun 14","0.4172"
"03 Jun 14","0.4126"
"02 Jun 14","0.4186"
"30 May 14","0.4169"
"29 May 14","0.4234"
"28 May 14","0.4254"
"27 May 14","0.4223"
"23 May 14","0.4294"
"22 May 14","0.4222"
"21 May 14","0.4228"
"20 May 14","0.4229"
"19 May 14","0.4254"
"16 May 14","0.426"
"15 May 14","0.4271"
"14 May 14","0.4249"
"13 May 14","0.4224"
"12 May 14","0.4219"
"09 May 14","0.4254"
"08 May 14","0.4255"
"07 May 14","0.4251"
"06 May 14","0.4196"
"02 May 14","0.4178"
"01 May 14","0.4205"
"30 Apr 14","0.3984"
"29 Apr 14","0.4199"
"28 Apr 14","0.4234"
"25 Apr 14","0.4208"
"24 Apr 14","0.4215"
"23 Apr 14","0.4225"
"22 Apr 14","0.424"
"17 Apr 14","0.4265"
"16 Apr 14","0.4275"
"15 Apr 14","0.43"
"14 Apr 14","0.4235"
"11 Apr 14","0.422"
"10 Apr 14","0.4275"
"09 Apr 14","0.425"
"08 Apr 14","0.4237"
"07 Apr 14","0.4255"
"04 Apr 14","0.4174"
"03 Apr 14","0.4224"
"02 Apr 14","0.4209"
"01 Apr 14","0.4168"
"31 Mar 14","0.3342"
"28 Mar 14","0.421"
"27 Mar 14","0.4233"
"26 Mar 14","0.425"
"25 Mar 14","0.4234"
"24 Mar 14","0.4208"
"21 Mar 14","0.4191"
"20 Mar 14","0.4293"
"19 Mar 14","0.418"
"18 Mar 14","0.4163"
"17 Mar 14","0.4197"
"14 Mar 14","0.4162"
"13 Mar 14","0.4173"
"12 Mar 14","0.4197"
"11 Mar 14","0.4202"
"10 Mar 14","0.4129"
"07 Mar 14","0.4181"
"06 Mar 14","0.4196"
"05 Mar 14","0.4209"
"04 Mar 14","0.4188"
"03 Mar 14","0.4197"
"28 Feb 14","0.3904"
"27 Feb 14","0.4109"
"26 Feb 14","0.4189"
"25 Feb 14","0.418"
"24 Feb 14","0.4185"
"21 Feb 14","0.4199"
"20 Feb 14","0.4142"
"19 Feb 14","0.4134"
"18 Feb 14","0.4116"
"17 Feb 14","0.4315"
"14 Feb 14","0.4216"
"13 Feb 14","0.4199"
"12 Feb 14","0.4166"
"11 Feb 14","0.4185"
"10 Feb 14","0.4222"
"07 Feb 14","0.4245"
"06 Feb 14","0.4296"
"05 Feb 14","0.4271"
"04 Feb 14","0.4319"
"03 Feb 14","0.4339"
"31 Jan 14","0.4104"
"30 Jan 14","0.4342"
"29 Jan 14","0.4273"
"28 Jan 14","0.4343"
"27 Jan 14","0.4253"
"24 Jan 14","0.4289"
"23 Jan 14","0.4336"
"22 Jan 14","0.4287"
"21 Jan 14","0.4313"
"20 Jan 14","0.4303"
"17 Jan 14","0.4246"
"16 Jan 14","0.4371"
"15 Jan 14","0.4308"
"14 Jan 14","0.4284"
"13 Jan 14","0.427"
"10 Jan 14","0.4272"
"09 Jan 14","0.4284"
"08 Jan 14","0.4282"
"07 Jan 14","0.4332"
"06 Jan 14","0.4304"
"03 Jan 14","0.4256"
"02 Jan 14","0.4264"
"31 Dec 13","0.3057"
"30 Dec 13","0.4162"
"27 Dec 13","0.4248"
"24 Dec 13","0.4167"
"23 Dec 13","0.4236"
"20 Dec 13","0.4247"
"19 Dec 13","0.4297"
"18 Dec 13","0.4289"
"17 Dec 13","0.4287"
"16 Dec 13","0.4243"
"13 Dec 13","0.4301"
"12 Dec 13","0.431"
"11 Dec 13","0.4298"
"10 Dec 13","0.4319"
"09 Dec 13","0.4321"
"06 Dec 13","0.4316"
"05 Dec 13","0.4286"
"04 Dec 13","0.4285"
"03 Dec 13","0.4282"
"02 Dec 13","0.434"
"29 Nov 13","0.4188"
"28 Nov 13","0.4357"
"27 Nov 13","0.4316"
"26 Nov 13","0.4316"
"25 Nov 13","0.4288"
"22 Nov 13","0.4301"
"21 Nov 13","0.4326"
"20 Nov 13","0.4329"
"19 Nov 13","0.4295"
"18 Nov 13","0.4306"
"15 Nov 13","0.4322"
"14 Nov 13","0.4329"
"13 Nov 13","0.4304"
"12 Nov 13","0.4315"
"11 Nov 13","0.4331"
"08 Nov 13","0.4249"
"07 Nov 13","0.4303"
"06 Nov 13","0.4258"
"05 Nov 13","0.4288"
"04 Nov 13","0.4308"
"01 Nov 13","0.4264"
"31 Oct 13","0.4184"
"30 Oct 13","0.4281"
"29 Oct 13","0.4294"
"28 Oct 13","0.4322"
"25 Oct 13","0.433"
"24 Oct 13","0.4316"
"23 Oct 13","0.4317"
"22 Oct 13","0.4309"
"21 Oct 13","0.4332"
"18 Oct 13","0.4322"
"17 Oct 13","0.4277"
"16 Oct 13","0.4313"
"15 Oct 13","0.4337"
"14 Oct 13","0.4354"
"11 Oct 13","0.4283"
"10 Oct 13","0.4307"
"09 Oct 13","0.4333"
"08 Oct 13","0.4346"
"07 Oct 13","0.4335"
"04 Oct 13","0.4315"
"03 Oct 13","0.4362"
"02 Oct 13","0.4288"
"01 Oct 13","0.4345"
"30 Sep 13","0.411"
"27 Sep 13","0.4286"
"26 Sep 13","0.4301"
"25 Sep 13","0.4303"
"24 Sep 13","0.4322"
"23 Sep 13","0.433"
"20 Sep 13","0.4303"
"19 Sep 13","0.4308"
"18 Sep 13","0.425"
"17 Sep 13","0.42"
"16 Sep 13","0.4187"
"13 Sep 13","0.4319"
"12 Sep 13","0.4341"
"11 Sep 13","0.4314"
"10 Sep 13","0.4349"
"09 Sep 13","0.4337"
"06 Sep 13","0.4335"
"05 Sep 13","0.4344"
"04 Sep 13","0.4361"
"03 Sep 13","0.433"
"02 Sep 13","0.4343"
"30 Aug 13","0.3979"
"29 Aug 13","0.4255"
"28 Aug 13","0.4303"
"27 Aug 13","0.427"
"23 Aug 13","0.427"
"22 Aug 13","0.4296"
"21 Aug 13","0.4261"
"20 Aug 13","0.4287"
"19 Aug 13","0.4254"
"16 Aug 13","0.4257"
"15 Aug 13","0.4272"
"14 Aug 13","0.4251"
"13 Aug 13","0.4237"
"12 Aug 13","0.4301"
"09 Aug 13","0.4277"
"08 Aug 13","0.4281"
"07 Aug 13","0.4301"
"06 Aug 13","0.4333"
"05 Aug 13","0.4305"
"02 Aug 13","0.4314"
"01 Aug 13","0.4367"
"31 Jul 13","0.4299"
"30 Jul 13","0.4324"
"29 Jul 13","0.4315"
"26 Jul 13","0.4298"
"25 Jul 13","0.431"
"24 Jul 13","0.4293"
"23 Jul 13","0.4299"
"22 Jul 13","0.4312"
"19 Jul 13","0.4324"
"18 Jul 13","0.4314"
"17 Jul 13","0.4309"
"16 Jul 13","0.4266"
"15 Jul 13","0.4313"
"12 Jul 13","0.4312"
"11 Jul 13","0.4318"
"10 Jul 13","0.4293"
"09 Jul 13","0.4311"
"08 Jul 13","0.429"
"05 Jul 13","0.4287"
"04 Jul 13","0.4288"
"03 Jul 13","0.4286"
"02 Jul 13","0.4295"
"01 Jul 13","0.4273"
"28 Jun 13","0.3919"
"27 Jun 13","0.4303"
"26 Jun 13","0.4305"
"25 Jun 13","0.4326"
"24 Jun 13","0.4335"
"21 Jun 13","0.4303"
"20 Jun 13","0.431"
"19 Jun 13","0.4293"
"18 Jun 13","0.4302"
"17 Jun 13","0.4287"
"14 Jun 13","0.4277"
"13 Jun 13","0.4263"
"12 Jun 13","0.4269"
"11 Jun 13","0.4247"
"10 Jun 13","0.4213"
"07 Jun 13","0.4218"
"06 Jun 13","0.4243"
"05 Jun 13","0.4172"
"04 Jun 13","0.4208"
"03 Jun 13","0.4239"
"31 May 13","0.4204"
"30 May 13","0.4231"
"29 May 13","0.4238"
"28 May 13","0.4228"
"24 May 13","0.4214"
"23 May 13","0.4384"
"22 May 13","0.4364"
"21 May 13","0.4431"
"20 May 13","0.4339"
"17 May 13","0.4363"
"16 May 13","0.4357"
"15 May 13","0.4364"
"14 May 13","0.4373"
"13 May 13","0.4377"
"10 May 13","0.4348"
"09 May 13","0.4357"
"08 May 13","0.4349"
"07 May 13","0.435"
"03 May 13","0.4401"
"02 May 13","0.4408"
"01 May 13","0.4376"
"30 Apr 13","0.4337"
"29 Apr 13","0.4358"
"26 Apr 13","0.4365"
"25 Apr 13","0.4407"
"24 Apr 13","0.4385"
"23 Apr 13","0.4386"
"22 Apr 13","0.4405"
"19 Apr 13","0.4437"
"18 Apr 13","0.4415"
"17 Apr 13","0.4423"
"16 Apr 13","0.4406"
"15 Apr 13","0.4392"
"12 Apr 13","0.44"
"11 Apr 13","0.4434"
"10 Apr 13","0.4448"
"09 Apr 13","0.4371"
"08 Apr 13","0.4375"
"05 Apr 13","0.4452"
"04 Apr 13","0.4421"
"03 Apr 13","0.4353"
"02 Apr 13","0.4356"
"28 Mar 13","0.4203"
"27 Mar 13","0.4342"
"26 Mar 13","0.4403"
"25 Mar 13","0.4407"
"22 Mar 13","0.4356"
"21 Mar 13","0.4338"
"20 Mar 13","0.4384"
"19 Mar 13","0.4399"
"18 Mar 13","0.4396"
"15 Mar 13","0.4371"
"14 Mar 13","0.4479"
"13 Mar 13","0.448"
"12 Mar 13","0.4337"
"11 Mar 13","0.4295"
"08 Mar 13","0.4313"
"07 Mar 13","0.429"
"06 Mar 13","0.4346"
"05 Mar 13","0.4333"
"04 Mar 13","0.4287"
"01 Mar 13","0.4305"
"28 Feb 13","0.4339"
"27 Feb 13","0.432"
"26 Feb 13","0.4314"
"25 Feb 13","0.4347"
"22 Feb 13","0.433"
"21 Feb 13","0.4321"
"20 Feb 13","0.4321"
"19 Feb 13","0.4345"
"18 Feb 13","0.429"
"15 Feb 13","0.4317"
"14 Feb 13","0.4345"
"13 Feb 13","0.4267"
"12 Feb 13","0.4266"
"11 Feb 13","0.4245"
"08 Feb 13","0.4252"
"07 Feb 13","0.4265"
"06 Feb 13","0.4055"
"05 Feb 13","0.4059"
"04 Feb 13","0.4136"
"01 Feb 13","0.4093"
"31 Jan 13","0.4082"
"30 Jan 13","0.4115"
"29 Jan 13","0.4066"
"28 Jan 13","0.4051"
"25 Jan 13","0.4039"
"24 Jan 13","0.4018"
"23 Jan 13","0.3994"
"22 Jan 13","0.4029"
"21 Jan 13","0.4023"
"18 Jan 13","0.4042"
"17 Jan 13","0.4022"
"16 Jan 13","0.3977"
"15 Jan 13","0.4054"
"14 Jan 13","0.4041"
"11 Jan 13","0.4027"
"10 Jan 13","0.3988"
"09 Jan 13","0.4273"
"08 Jan 13","0.4231"
"07 Jan 13","0.4238"
"04 Jan 13","0.4261"
"03 Jan 13","0.4261"
"02 Jan 13","0.43"
"31 Dec 12","0.4275"
"28 Dec 12","0.4294"
"27 Dec 12","0.4299"
"24 Dec 12","0.4456"
"21 Dec 12","0.4335"
"20 Dec 12","0.4276"
"19 Dec 12","0.4312"
"18 Dec 12","0.4331"
"17 Dec 12","0.4332"
"14 Dec 12","0.4293"
"13 Dec 12","0.4309"
"12 Dec 12","0.431"
"11 Dec 12","0.4304"
"10 Dec 12","0.4308"
"07 Dec 12","0.4331"
"06 Dec 12","0.4287"
"05 Dec 12","0.4287"
"04 Dec 12","0.4255"
"03 Dec 12","0.427"
"30 Nov 12","0.4327"
"29 Nov 12","0.4334"
"28 Nov 12","0.4334"
"27 Nov 12","0.4306"
"26 Nov 12","0.4265"
"23 Nov 12","0.4251"
"22 Nov 12","0.4271"
"21 Nov 12","0.4187"
"20 Nov 12","0.4164"
"19 Nov 12","0.4156"
"16 Nov 12","0.4153"
"15 Nov 12","0.4037"
"14 Nov 12","0.4031"
"13 Nov 12","0.4055"
"12 Nov 12","0.4235"
"09 Nov 12","0.4414"
"08 Nov 12","0.436"
"07 Nov 12","0.4379"
"06 Nov 12","0.4354"
"05 Nov 12","0.4359"
"02 Nov 12","0.4344"
"01 Nov 12","0.4321"
"31 Oct 12","0.4088"
"30 Oct 12","0.4349"
"29 Oct 12","0.4315"
"26 Oct 12","0.4347"
"25 Oct 12","0.4332"
"24 Oct 12","0.4324"
"23 Oct 12","0.4365"
"22 Oct 12","0.4388"
"19 Oct 12","0.439"
"18 Oct 12","0.4358"
"17 Oct 12","0.4351"
"16 Oct 12","0.4331"
"15 Oct 12","0.4295"
"12 Oct 12","0.4363"
"11 Oct 12","0.4361"
"10 Oct 12","0.4334"
"09 Oct 12","0.4353"
"08 Oct 12","0.4378"
"05 Oct 12","0.4379"
"04 Oct 12","0.4348"
"03 Oct 12","0.4312"
"02 Oct 12","0.4325"
"01 Oct 12","0.4293"
"28 Sep 12","0.3938"
"27 Sep 12","0.4273"
"26 Sep 12","0.4263"
"25 Sep 12","0.4311"
"24 Sep 12","0.4291"
"21 Sep 12","0.4313"
"20 Sep 12","0.4293"
"19 Sep 12","0.4211"
"18 Sep 12","0.4184"
"17 Sep 12","0.415"
"14 Sep 12","0.4194"
"13 Sep 12","0.4193"
"12 Sep 12","0.4196"
"11 Sep 12","0.4227"
"10 Sep 12","0.4256"
"07 Sep 12","0.423"
"06 Sep 12","0.4432"
"05 Sep 12","0.4465"
"04 Sep 12","0.4513"
"03 Sep 12","0.4481"
"31 Aug 12","0.4298"
"30 Aug 12","0.446"
"29 Aug 12","0.4575"
"28 Aug 12","0.4585"
"24 Aug 12","0.4463"
"23 Aug 12","0.4513"
"22 Aug 12","0.4572"
"21 Aug 12","0.4536"
"20 Aug 12","0.445"
"17 Aug 12","0.4408"
"16 Aug 12","0.4562"
"15 Aug 12","0.4584"
"14 Aug 12","0.4446"
"13 Aug 12","0.4526"
"10 Aug 12","0.4422"
"09 Aug 12","0.45"
"08 Aug 12","0.4489"
"07 Aug 12","0.4562"
"06 Aug 12","0.447"
"03 Aug 12","0.4566"
"02 Aug 12","0.4434"
"01 Aug 12","0.4589"
"31 Jul 12","0.4553"
"30 Jul 12","0.4579"
"27 Jul 12","0.4629"
"26 Jul 12","0.4548"
"25 Jul 12","0.4591"
"24 Jul 12","0.4583"
"23 Jul 12","0.4618"
"20 Jul 12","0.4641"
"19 Jul 12","0.4607"
"18 Jul 12","0.462"
"17 Jul 12","0.4634"
"16 Jul 12","0.4605"
"13 Jul 12","0.4661"
"12 Jul 12","0.464"
"11 Jul 12","0.4713"
"10 Jul 12","0.4676"
"09 Jul 12","0.4685"
"06 Jul 12","0.4678"
"05 Jul 12","0.4713"
"04 Jul 12","0.4723"
"03 Jul 12","0.4763"
"02 Jul 12","0.4742"
"29 Jun 12","0.4586"
"28 Jun 12","0.4749"
"27 Jun 12","0.488"
"26 Jun 12","0.4842"
"25 Jun 12","0.4869"
"22 Jun 12","0.4818"
"21 Jun 12","0.4941"
"20 Jun 12","0.4933"
"19 Jun 12","0.4891"
"18 Jun 12","0.4941"
"15 Jun 12","0.491"
"14 Jun 12","0.4864"
"13 Jun 12","0.491"
"12 Jun 12","0.4787"
"11 Jun 12","0.4847"
"08 Jun 12","0.4874"
"07 Jun 12","0.4881"
"06 Jun 12","0.486"
"01 Jun 12","0.4935"
"31 May 12","0.4939"
"30 May 12","0.4927"
"29 May 12","0.4871"
"28 May 12","0.4894"
"25 May 12","0.4881"
"24 May 12","0.4845"
"23 May 12","0.4899"
"22 May 12","0.4866"
"21 May 12","0.4863"
"18 May 12","0.4859"
"17 May 12","0.4867"
"16 May 12","0.4873"
"15 May 12","0.4856"
"14 May 12","0.4863"
"11 May 12","0.4812"
"10 May 12","0.4934"
"09 May 12","0.4779"
"08 May 12","0.4733"
"04 May 12","0.479"
"03 May 12","0.4742"
"02 May 12","0.4815"
"01 May 12","0.4748"
"30 Apr 12","0.4785"
"27 Apr 12","0.4749"
"26 Apr 12","0.4774"
"25 Apr 12","0.4796"
"24 Apr 12","0.4826"
"23 Apr 12","0.4836"
"20 Apr 12","0.4899"
"19 Apr 12","0.4915"
"18 Apr 12","0.4848"
"17 Apr 12","0.4888"
"16 Apr 12","0.4907"
"13 Apr 12","0.493"
"12 Apr 12","0.4932"
"11 Apr 12","0.5039"
"10 Apr 12","0.496"
"05 Apr 12","0.4834"
"04 Apr 12","0.4789"
"03 Apr 12","0.4838"
"02 Apr 12","0.4816"
"30 Mar 12","0.4775"
"29 Mar 12","0.4957"
"28 Mar 12","0.4885"
"27 Mar 12","0.4913"
"26 Mar 12","0.4986"
"23 Mar 12","0.4969"
"22 Mar 12","0.5024"
"21 Mar 12","0.4934"
"20 Mar 12","0.4885"
"19 Mar 12","0.4859"
"16 Mar 12","0.4796"
"15 Mar 12","0.4831"
"14 Mar 12","0.4765"
"13 Mar 12","0.486"
"12 Mar 12","0.483"
"09 Mar 12","0.482"
"08 Mar 12","0.4799"
"07 Mar 12","0.4924"
"06 Mar 12","0.4992"
"05 Mar 12","0.4984"
"02 Mar 12","0.4946"
"01 Mar 12","0.5065"
"29 Feb 12","0.5047"
"28 Feb 12","0.5017"
"27 Feb 12","0.498"
"24 Feb 12","0.4971"
"23 Feb 12","0.5004"
"22 Feb 12","0.4957"
"21 Feb 12","0.4922"
"20 Feb 12","0.5013"
"17 Feb 12","0.4975"
"16 Feb 12","0.5015"
"15 Feb 12","0.5104"
"14 Feb 12","0.4947"
"13 Feb 12","0.492"
"10 Feb 12","0.4968"
"09 Feb 12","0.5037"
"08 Feb 12","0.4981"
"07 Feb 12","0.4989"
"06 Feb 12","0.4997"
"03 Feb 12","0.497"
"02 Feb 12","0.502"
"01 Feb 12","0.501"
"31 Jan 12","0.51"
"30 Jan 12","0.5252"
"27 Jan 12","0.5182"
"26 Jan 12","0.5177"
"25 Jan 12","0.5171"
"24 Jan 12","0.5115"
"23 Jan 12","0.5211"
"20 Jan 12","0.5081"
"19 Jan 12","0.5118"
"18 Jan 12","0.522"
"17 Jan 12","0.5181"
"16 Jan 12","0.5244"
"13 Jan 12","0.5152"
"12 Jan 12","0.5057"
"11 Jan 12","0.5156"
"10 Jan 12","0.519"
"09 Jan 12","0.5128"
"06 Jan 12","0.5038"
"05 Jan 12","0.5077"
"04 Jan 12","0.5269"
"03 Jan 12","0.5169"
"30 Dec 11","0.4578"
"29 Dec 11","0.5012"
"28 Dec 11","0.5086"
"23 Dec 11","0.5037"
"22 Dec 11","0.5138"
"21 Dec 11","0.5119"
"20 Dec 11","0.5198"
"19 Dec 11","0.5295"
"16 Dec 11","0.5234"
"15 Dec 11","0.5279"
"14 Dec 11","0.5271"
"13 Dec 11","0.5423"
"12 Dec 11","0.5376"
"09 Dec 11","0.5292"
"08 Dec 11","0.5392"
"07 Dec 11","0.5264"
"06 Dec 11","0.5272"
"05 Dec 11","0.5273"
"02 Dec 11","0.5231"
"01 Dec 11","0.524"
"30 Nov 11","0.5327"
"29 Nov 11","0.5353"
"28 Nov 11","0.5305"
"25 Nov 11","0.5319"
"24 Nov 11","0.5384"
"23 Nov 11","0.545"
"22 Nov 11","0.5302"
"21 Nov 11","0.5422"
"18 Nov 11","0.5318"
"17 Nov 11","0.5385"
"16 Nov 11","0.5381"
"15 Nov 11","0.5401"
"14 Nov 11","0.534"
"11 Nov 11","0.532"
"10 Nov 11","0.533"
"09 Nov 11","0.5355"
"08 Nov 11","0.5429"
"07 Nov 11","0.5328"
"04 Nov 11","0.5277"
"03 Nov 11","0.5299"
"02 Nov 11","0.5302"
"01 Nov 11","0.5312"
"31 Oct 11","0.527"
"28 Oct 11","0.5231"
"27 Oct 11","0.5317"
"26 Oct 11","0.5307"
"25 Oct 11","0.5309"
"24 Oct 11","0.5393"
"21 Oct 11","0.5319"
"20 Oct 11","0.5318"
"19 Oct 11","0.5297"
"18 Oct 11","0.5483"
"17 Oct 11","0.5299"
"14 Oct 11","0.5259"
"13 Oct 11","0.5327"
"12 Oct 11","0.5385"
"11 Oct 11","0.5433"
"10 Oct 11","0.5376"
"07 Oct 11","0.5268"
"06 Oct 11","0.5268"
"05 Oct 11","0.5294"
"04 Oct 11","0.5765"
"03 Oct 11","0.5601"
"30 Sep 11","0.6487"
"29 Sep 11","0.5634"
"28 Sep 11","0.5501"
"27 Sep 11","0.5393"
"26 Sep 11","0.5432"
"23 Sep 11","0.5336"
"22 Sep 11","0.5441"
"21 Sep 11","0.5464"
"20 Sep 11","0.5581"
"19 Sep 11","0.5398"
"16 Sep 11","0.5372"
"15 Sep 11","0.5499"
"14 Sep 11","0.5458"
"13 Sep 11","0.5416"
"12 Sep 11","0.5347"
"09 Sep 11","0.5415"
"08 Sep 11","0.5438"
"07 Sep 11","0.54"
"06 Sep 11","0.5413"
"05 Sep 11","0.5345"
"02 Sep 11","0.5389"
"01 Sep 11","0.5524"
"31 Aug 11","0.567"
"30 Aug 11","0.5437"
"26 Aug 11","0.5526"
"25 Aug 11","0.5488"
"24 Aug 11","0.5438"
"23 Aug 11","0.5423"
"22 Aug 11","0.5415"
"19 Aug 11","0.5421"
"18 Aug 11","0.5397"
"17 Aug 11","0.5386"
"16 Aug 11","0.5401"
"15 Aug 11","0.5373"
"12 Aug 11","0.5328"
"11 Aug 11","0.5315"
"10 Aug 11","0.5278"
"09 Aug 11","0.5258"
"08 Aug 11","0.5258"
"05 Aug 11","0.5241"
"04 Aug 11","0.5266"
"03 Aug 11","0.5352"
"02 Aug 11","0.5353"
"01 Aug 11","0.5328"
"29 Jul 11","0.5562"
"28 Jul 11","0.5242"
"27 Jul 11","0.524"
"26 Jul 11","0.5175"
"25 Jul 11","0.5224"
"22 Jul 11","0.523"
"21 Jul 11","0.5215"
"20 Jul 11","0.5238"
"19 Jul 11","0.523"
"18 Jul 11","0.5217"
"15 Jul 11","0.5272"
"14 Jul 11","0.5195"
"13 Jul 11","0.5199"
"12 Jul 11","0.518"
"11 Jul 11","0.5225"
"08 Jul 11","0.5189"
"07 Jul 11","0.5171"
"06 Jul 11","0.5205"
"05 Jul 11","0.5207"
"04 Jul 11","0.5167"
"01 Jul 11","0.5205"
"30 Jun 11","0.7368"
"29 Jun 11","0.5307"
"28 Jun 11","0.5184"
"27 Jun 11","0.5175"
"24 Jun 11","0.5215"
"23 Jun 11","0.5173"
"22 Jun 11","0.5155"
"21 Jun 11","0.5179"
"20 Jun 11","0.5182"
"17 Jun 11","0.5187"
"16 Jun 11","0.5165"
"15 Jun 11","0.5123"
"14 Jun 11","0.5205"
"13 Jun 11","0.5256"
"10 Jun 11","0.5259"
"09 Jun 11","0.5226"
"08 Jun 11","0.5224"
"07 Jun 11","0.5192"
"06 Jun 11","0.5242"
"03 Jun 11","0.5309"
"02 Jun 11","0.5237"
"01 Jun 11","0.5275"
"31 May 11","0.5418"
"27 May 11","0.5189"
"26 May 11","0.5163"
"25 May 11","0.5129"
"24 May 11","0.5185"
"23 May 11","0.5162"
"20 May 11","0.5174"
"19 May 11","0.5129"
"18 May 11","0.5144"
"17 May 11","0.5147"
"16 May 11","0.5179"
"13 May 11","0.5136"
"12 May 11","0.5196"
"11 May 11","0.5156"
"10 May 11","0.52"
"09 May 11","0.5263"
"06 May 11","0.5256"
"05 May 11","0.534"
"04 May 11","0.5365"
"03 May 11","0.5402"
"28 Apr 11","0.5572"
"27 Apr 11","0.5365"
"26 Apr 11","0.536"
"21 Apr 11","0.5363"
"20 Apr 11","0.5233"
"19 Apr 11","0.5242"
"18 Apr 11","0.5239"
"15 Apr 11","0.5155"
"14 Apr 11","0.5191"
"13 Apr 11","0.514"
"12 Apr 11","0.5155"
"11 Apr 11","0.5196"
"08 Apr 11","0.5258"
"07 Apr 11","0.5123"
"06 Apr 11","0.5127"
"05 Apr 11","0.5166"
