alpha_r,alpha_m,alpha_l,sigma_m,sigma_l,rho,mu,M_factor_error,L_factor_error,true_alpha_r,true_alpha_m,true_alpha_l,alpha_r_error,alpha_m_error,alpha_l_error,sigma_l_error,sigma_m_error,rho_error,mu_error
1.4900000000000009,1.006563032000429,0.009974899650660613,0.037172046700159396,1.0382545591806686e-06,0.0029084015860110406,0.029554974682506625,-0.002164284036561727,0.002983352684029826,1.5,1.0,0.01,-0.00999999999999912,0.00656303200042907,-2.51003493393874e-05,-0.00963896174544082,0.026252046700159397,-0.20909159841398894,-0.07599502531749336
1.4900000000000009,1.006600318356529,0.016972807354116253,0.036784450170026725,1e-06,0.0037044393584734605,0.0654295752573127,-0.0019062593517815577,0.0026731260194180315,1.5,1.0,0.017,-0.00999999999999912,0.006600318356529078,-2.7192645883748062e-05,-0.009639000000000002,0.025864450170026726,-0.20829556064152654,-0.04012042474268729
1.4900000000000009,0.8551269173374567,0.00996517801292527,0.03546317244372968,1e-06,0.002107430805063536,0.02132474423755176,-0.002135178705738682,0.003495195176232819,1.5,0.85,0.01,-0.00999999999999912,0.005126917337456738,-3.4821987074730096e-05,-0.009639000000000002,0.02454317244372968,-0.20989256919493646,-0.08422525576244823
0.7000000000000002,0.39999997777129126,0.010000005827337378,0.027734893598998608,1e-06,0.0012152628842532767,-0.000996464052302878,-0.001358798074905223,0.005245906399107072,0.7,0.4,0.01,2.220446049250313e-16,-2.2228708762561666e-08,5.82733737826413e-09,-0.009639000000000002,0.016814893598998605,-0.21078473711574672,-0.10654646405230286
0.7000000000000002,0.6000000830171729,0.00999999051916715,0.03543919974062652,1e-06,0.0028537720492535184,-0.0015486043017754491,-0.0020062243643809577,0.005069600296289083,0.7,0.6,0.01,2.220446049250313e-16,8.301717291381294e-08,-9.48083284969814e-09,-0.009639000000000002,0.024519199740626524,-0.20914622795074647,-0.10709860430177544
