alpha_r,alpha_m,alpha_l,sigma_m,sigma_l,rho,mu,M_factor_error,L_factor_error,true_sigma_m,true_sigma_l,true_alpha_r,true_alpha_m,true_alpha_l,true_rho,true_mu,sigma_m_error,sigma_l_error,rho_error,alpha_r_error,alpha_m_error,alpha_l_error,mu_error
1.0500000000000005,0.6383556232328568,0.016468741227844096,0.010051609940089221,0.01018405891235399,-0.1623997357066559,0.15269533903743732,0.0012597631591817727,-0.002723326118178862,0.0054600000000000004,0.0048200000000000005,1.0547,0.6358,0.0165,0.212,0.10554999999999999,0.004591609940089221,0.00536405891235399,-0.37439973570665586,-0.004699999999999482,0.0025556232328567408,-3.1258772155904474e-05,0.047145339037437325
1.0500000000000005,0.6380090809804937,0.01647562311871355,0.010051794272837882,0.013485621531587689,0.6666517061653419,0.09617657724539129,-0.0004695281836431081,0.0009966091692173347,0.0054600000000000004,0.01446,1.0547,0.6358,0.0165,0.212,0.10554999999999999,0.004591794272837881,-0.0009743784684123121,0.4546517061653419,-0.004699999999999482,0.0022090809804936606,-2.437688128644963e-05,-0.009373422754608701
1.0500000000000005,0.6385093270678203,0.016468253047719504,0.010051645709363783,0.010127741167900307,-0.1245349626944078,0.15087551006347102,0.00133977904687419,-0.002948081182935875,0.016380000000000002,0.0048200000000000005,1.0547,0.6358,0.0165,0.212,0.10554999999999999,-0.0063283542906362195,0.005307741167900307,-0.3365349626944078,-0.004699999999999482,0.002709327067820233,-3.1746952280496676e-05,0.04532551006347103
1.0500000000000005,0.6383561028178695,0.016468731542714273,0.010051835744633586,0.014178836406316755,0.7052764919090921,0.10522012595720799,-6.325751798092406e-05,6.755551212127273e-05,0.016380000000000002,0.01446,1.0547,0.6358,0.0165,0.212,0.10554999999999999,-0.006328164255366416,-0.00028116359368324587,0.4932764919090922,-0.004699999999999482,0.0025561028178694434,-3.126845728572761e-05,-0.00032987404279199994
